product,title,rating,body
"SebaMed Baby Lip Balm, 4.8g, White","5.0 out of 5 stars
Normal",5.0,"Lip is not glowing
Read more"
"SebaMed Baby Lip Balm, 4.8g, White","5.0 out of 5 stars
Best",5.0,"I recommend everyone to get this lip balm for their kids and I can say with full confidence that this product is great for kids…👍
Read more"
"SebaMed Baby Lip Balm, 4.8g, White","5.0 out of 5 stars
Best",5.0,"Best for babies
Read more"
"SebaMed Baby Lip Balm, 4.8g, White","3.0 out of 5 stars
Effective",3.0,"It has very very mild fragrance it makes lips very soft no cracks no chapped lips the effect lasts for almost 2 days better than boroline but why the price is sooo high
Read more"
"SebaMed Baby Lip Balm, 4.8g, White","4.0 out of 5 stars
Product is good",4.0,"But packing is very bad
Read more"
"SebaMed Baby Lip Balm, 4.8g, White","5.0 out of 5 stars
moisture and colour improvement",5.0,"This is first purchase about my baby lips. Awesome product it is. Smell is very very very nice. It's like venilla ice cream😋. Results also good. Black lips turned to pink colour within three weeks. It is suitable for dry lips also. It moisturising very well.lips turned to pink and shiny. I really loved it . But cost is high. I think we can put that amount about our baby. So nice.
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"5.0 out of 5 stars
Sarah,,,,,",5.0,"Baby's best product it gives skin to softness, shiny, n fragrance
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"4.0 out of 5 stars
Balanced PH bodywash",4.0,"This is an excellent body wash. It lathers well, when it's washed, it gets removed without leaving any residues like some other products. It's mildly scented which is best since it's a baby product. The best part is that you don't need multiple commodities like separate body wash, separate shampoo.
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"5.0 out of 5 stars
Very nice",5.0,"Very good
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"5.0 out of 5 stars
Good",5.0,"Good one
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"3.0 out of 5 stars
Safe for baby eyes",3.0,"Safe for baby eyes good foam mild aroma
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"5.0 out of 5 stars
Quality",5.0,"Best
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"4.0 out of 5 stars
Best for baby skin",4.0,"I ordered this body wash for my baby girl and using it from few days, it cleanse and hydrate the skin.. Also , nourishes the kid delicate skin. I am totally satisfied with the product..
Read more"
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric - 400 ml,"5.0 out of 5 stars
Excellent",5.0,"Itz v good.. Loving it.. !
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"5.0 out of 5 stars
Awesome",5.0,"Good quality 👍
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"4.0 out of 5 stars
Good product.",4.0,"Softness is perfect.Absorption is great too.What i found a little disappointing is the size of the towel because they don't cover entirely.And a little suggestion, it would be really amazing if the shape was a square instead of a rectangle as it will become much easier to cover the baby entirely.
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"5.0 out of 5 stars
Good purchase.",5.0,"Product is good. But Johnson's need to improve the quality of bottle cap as it was cracked due to pressure. Although there was no leakage so I'm happy with the product. Thank you amazon😊
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"4.0 out of 5 stars
Nice combo offeres",4.0,"Old and good and most safe brand for babies
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"5.0 out of 5 stars
Best product in low price.  Just like a waw piece.",5.0,"I like very much it's fragrance so elegant 😍  thanku amazon. 😊
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"5.0 out of 5 stars
Loved it",5.0,"Purchased this a long time ago in just a spur of the moment to try out the new J&J massage oil. I definitely liked it better than the original one. The fragrance is nice and absorbs well into the skin. I used it on myself as well as my kids.
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"5.0 out of 5 stars
Good",5.0,"Nyc
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"4.0 out of 5 stars
Product is good but bottle cap does not have seal",4.0,"Product is good.. but packaging is really bad.. Bottle caps are not sealed properly and there was leakage from that.. but still I am not returning it.
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"3.0 out of 5 stars
Yes",3.0,"Good but now money is highly.
Read more"
Johnson's Baby Hair Oil 200ml (Pack of 2),"5.0 out of 5 stars
nice",5.0,"good
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"5.0 out of 5 stars
Does its work perfectly",5.0,"The towel is very soft..apt for baby's skin and absorbs water well..as well as dries quickly.. exactly how we want it in rainy season..also the light weight towel can be used as baby blanket in summers .The product is good for babies 🤠.
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"3.0 out of 5 stars
Very nice towel for babies",3.0,"I buy this a month before my delivery date and I don’t have a chance  to write a review!1.)Now my baby is 1 year and 4 months still using this  Baby towel and really the softness of this towel is very good for the skin of my babyand2.)it’s absorbed nicely the water after bathing !3.)Is not difficult to wash  by hand and dried up by the sun;is not even faded  till now colour is the same...Must buy!!!
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"4.0 out of 5 stars
Satisfied.",4.0,"Good product. Can be used as towel or ac blanket also. Cotton material and genuinely thick.
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"5.0 out of 5 stars
Topnotch quality and more important made in India",5.0,"My baby loves this towel after the shower.Water absorbency is quick and towel is so smooth.Value for money.
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"5.0 out of 5 stars
Good but small size.",5.0,"It was small in size.
Read more"
Sathiyas 100% Soft Cotton Baby Hooded Towels - Pack of 2,"1.0 out of 5 stars
Please don't buy",1.0,"Very bad quality print and material not worthy
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","5.0 out of 5 stars
Soft and good for child",5.0,"It’s a soft and good quality toung cleaner for child. No scope of any cut or wound due to sudden movement that kids do.
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","1.0 out of 5 stars
Quantity was mentioned as 2 but delivered only one.",1.0,Read more
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","5.0 out of 5 stars
Necessary for for babies!",5.0,"Though this tongue cleaner is since 18+, I am using this for my 1 year old and I am happy with it. Material is soft and has a proper grip to hold. Also scraps all the milk particles from the tongue. I feel this is very useful for all the babies as it removes bacteria. The leftover bacteria can lead to stomach infection. Specially, formula fed babies must use tongue cleaner/scraper.hope this helps a new mommie 🙂
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","3.0 out of 5 stars
Handle not sturdy",3.0,"The whole product is soft and bendable. The handle bends while scraping the tongue, making the tongue cleaning process difficult.
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","5.0 out of 5 stars
Good Tongue Scraper",5.0,"This tongue scraper is very good, safe for baby as made from food grade material, it is very easy to grip and hold this, cleans baby tongue and removes bacteria and germs.
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","5.0 out of 5 stars
Good one",5.0,"Good one
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","5.0 out of 5 stars
Very Gentle and soft. Perfect for Kids",5.0,"I found this on amazon and decided to give it a try. It is very gentle and soft for kids and does its job nicely at the same time. Safe for Kids.
Read more"
"LuvLap Tongue Scraper, Special Food grade TPE rubber material, tender for children, Solid Translucent colour, 18M+, Assort...","1.0 out of 5 stars
One time usage",1.0,"The media could not be loaded.
                



 Worst product
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
Perfect one",5.0,"It's fragrance is so good and quality is awesome ..just go for it. It's very gentle
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
Excellent",5.0,"It is very good quality soap for kids
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","4.0 out of 5 stars
Good Product",4.0,"Good Product.. you can also consider wash cum shampoo by Chicco also
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
Best body wash",5.0,"Too good... I'm using since 8 years for my son... it's very safe and not harmful for baby's skin.
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
Really nice product",5.0,"On my repeat purchase list.
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
These products iam using for 16month old baby,its keeping skin and hair so smoothly.",5.0,"The media could not be loaded.
                


Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","4.0 out of 5 stars
Best Product",4.0,"For Babies must be this product
Read more"
"Chicco Baby Moments Mild Body Wash Refresh, New Advanced Formula With Natural Ingredients, No Tears & Soap-Free, Mild Form...","5.0 out of 5 stars
Good",5.0,"Good
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","5.0 out of 5 stars
Good Body wash",5.0,"This body wash and shampoo is really good. Its fragrance is quite good and keeps my baby's skin soft. It keeps my baby's skin moisturized. Doesn't causes any tears or irriatarion. Totally worth the money.
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","4.0 out of 5 stars
It is a great soap",4.0,"I use it in daily for my 8 year old and it is great on his skin has no side effects and he has had no problems with it and he has been using it for quite long and it is very easy to use
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","5.0 out of 5 stars
Tear free shampoo",5.0,"This is a very gentle shampoo and body wash, easy to use and help me get rid of build up from my baby scalp. This is a value for money and must buy product.
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","5.0 out of 5 stars
Gud",5.0,"100/100
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","5.0 out of 5 stars
Out of the world",5.0,"So gentle
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","4.0 out of 5 stars
nice product",4.0,"nice product
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","5.0 out of 5 stars
Superb!",5.0,"Very gentle and sensitive skin friendly
Read more"
"Chicco Baby Moments Gentle Body Wash and Shampoo for Tear-Free Bath time, Suitable for Baby’s Gentle Skin and Soft Hair, N...","3.0 out of 5 stars
Leaked bottle",3.0,"Bottle of the product was leaking at the time of delivery… packaging should be improved… except the packaging product is good in this budget rate
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Must have in newborn diaper caddy",5.0,"The cotton pads are very good in quality and size is perfect for wipping babies. I use it with water in place of chemical ladden wet wipes.
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Must have for parents",5.0,"Instead of using cloth pls use this product.. price is on a higher side
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","4.0 out of 5 stars
Cheaper but does the same quality job",4.0,"In cotton wipe pads, Mothercare is better in quality but double the price. I didn't like chicoo quality and the twin layers peeled out. This worked as expected. Together with decent absorption and usage and cost effectiveness I feel this is better overall product
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Material quality is good",5.0,"Good material
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Excellent",5.0,"It's big enough to remove makeup. Also soft
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Soft, absorbent, good",5.0,"Soft on your baby’s skin, absorbent, fibres don’t come out, good product:
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","5.0 out of 5 stars
Better than cotton",5.0,"Cleans well
Read more"
"Prima Baby Squares, Soft and Gentle, Chemical Free for soft Baby Skin, (Pack of 2)","3.0 out of 5 stars
Just ok",3.0,"Goood according to price.... But babyhugs cotton sqares  are much good but expensive..this one get easily tornes when dip in water
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"5.0 out of 5 stars
Good product",5.0,"Picture and product are same thats why I am very 😊
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"4.0 out of 5 stars
Nice product for baby....go for it.. material is soft and comfortable for baby..",4.0,"Nice product...value for money...soft and comfortable material...good product for baby
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"5.0 out of 5 stars
It's beautiful",5.0,"Comfortable sleeping for baby
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"3.0 out of 5 stars
Fabric quality not good",3.0,"Fabric quality not good , polyester material
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"5.0 out of 5 stars
Quality 5 star ot of 5",5.0,"Product is awesome only packing is not satisfied
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"1.0 out of 5 stars
Bad quality product",1.0,"Quality is bad, colour is not as shown in the picture.
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"4.0 out of 5 stars
Received different color",4.0,"Quality is good but received different color
Read more"
Fareto New Born Baby Gift Pack Teddy Print Mattress with Mosquito Net & Sleeping Bag Combo (Blue),"5.0 out of 5 stars
Excellent",5.0,"Super combo , excellent price.
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","5.0 out of 5 stars
Best one so far.",5.0,"Been using Pigeon's earbuds since my baby was born. Good quality as always. The new improved product is even better than the previous order that I bought, nice in shape, soft, and packaging also new, easier to open just one push.
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","5.0 out of 5 stars
Good quality product",5.0,"Good quality product
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","4.0 out of 5 stars
Ok",4.0,"Ok
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","5.0 out of 5 stars
Useful for newborn",5.0,"Quality
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","5.0 out of 5 stars
Good product",5.0,"I think it's only single brand in market whose tips are this thin.. restocked these again.
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","3.0 out of 5 stars
Good product",3.0,"It is a good product. It has soft and sleek tip which i was looking for. Only negative is the stick needs to be more strong as it blend at little pressure.
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","5.0 out of 5 stars
Bliss - must buy",5.0,"While this product is for babies, it’s a must buy for adults. I absolutely abhor thick stems and fat cotton swabs and this product is such a rare gem. I bought a second purchase of 2 more so that I always have some in stock but they cancelled the order. Buy as many as you can when you can!!
Read more"
"Pigeon Cotton Thin Stem Swabs for Baby,100% Soft Cotton Tips,Flexible & Soft Paper Stem,Eco Friendly,200 pcs,Pack of 2","4.0 out of 5 stars
One of the best",4.0,"Really the best compared to all other local or foreign brands.
Read more"
Linen Affairs Organic Cotton Baby Muslin Washcloth Baby Wash Cloth for New Born Face Towel for Kids Handkerchief for Toddl...,"5.0 out of 5 stars
😍",5.0,"The product is soft and gentle for my baby I like the product it's same as shown in picture
Read more"
