product,title,rating,body
wolpin Car Decor for Car Dashboard Duckling with Fan Car Air Vent Interior Decoration Accessories Decorative Showpiece for...,"1.0 out of 5 stars
Cute Ducky but No fragrance",1.0,"Product is actually sturdy and looks cute. I got the yellow ducky and the duck looks cute, the hand fan in the ducks hand works fine when you switch on your cars AC or Fan, however there’s no fragrance at all.Kids will love that duck and fan in hand, my daughter loves it.
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"4.0 out of 5 stars
Nice product",4.0,"Best Indicator , performance was good,value for money products,but fitting is not perfect also try alternative option
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"5.0 out of 5 stars
Nice product",5.0,"Looking so good and stylish
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"1.0 out of 5 stars
Quality and look",1.0,"Look was good,,,but product quality is not good 😡🥲, so please careful before purchasing this product
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"5.0 out of 5 stars
Amazing",5.0,"Very flexible. Value for money. Must buy this performance is good. Brightness is also good. Size is excellent. Very nice indicator.
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"3.0 out of 5 stars
lights",3.0,"very fast broken
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"5.0 out of 5 stars
Good product",5.0,"Like the product value for money
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"4.0 out of 5 stars
Best indicator for bikes",4.0,"I like the arrow design and the blue strip lights. It's size is also perfect.
Read more"
ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,"4.0 out of 5 stars
Not compatible with Suzuki Burgman",4.0,"Tried installing an additional indicator but was not compatible.
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"5.0 out of 5 stars
Really useful",5.0,"Verh helpful while returning to home during extremly sunny afternoon.
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"4.0 out of 5 stars
Really helpful product",4.0,"Low quality material
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"3.0 out of 5 stars
Low quality",3.0,"Low qualityNot comfortEasy to useFitElasticityNot value for money
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"1.0 out of 5 stars
Very poor quality product.",1.0,"Material is very very thin. At Indian home table cleaning cloth is of better quality than this. Also no option to return
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"5.0 out of 5 stars
Good",5.0,"Good
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"2.0 out of 5 stars
The Quality Is Not Good",2.0,"The Product looks superb but in reality the quality is much more cheap then the shown product. When i have ordered in 2-3 days only thread started coming out from the product and the elastic last long about 7-8 days only.Not worth it
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"4.0 out of 5 stars
Good product",4.0,"Unfortunately they sent different colour instead of this colour very much disappointed the product is genuine and good in quality
Read more"
AutokraftZ Black Uv Sunblock protection with thumb hole Arm sleeves for unisex_2,"5.0 out of 5 stars
It's feel cool when we wear it",5.0,"It's nice cool and comfortable
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","5.0 out of 5 stars
Best bike shiner",5.0,"Its best bike shiner I have used in my glamour bike but not lasting for long time its work for weak only
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","5.0 out of 5 stars
Just go for it",5.0,"I recently tried the Bosch Clear Advantage Wiper Blades for the first time, and I am thoroughly impressed! The rubber quality is outstanding, providing a smooth and flawless wipe every time. Even in heavy rain, these wipers leave my windshield spotless and clear, giving me perfect visibility. The installation was easy, and they've performed excellently ever since. This is my first experience with Bosch wiper blades, and I'm sold—I won't be choosing anything else from now on. Highly recommend these for anyone looking for reliable and effective wiper blades!
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","5.0 out of 5 stars
Perfect fit for i20 Active. Easy to install. Overall quality of the product is good. Works well.",5.0,"The media could not be loaded.
                



 Perfect fit for i20 Active. Easy to install. Overall quality of the product is good. Works well.
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","4.0 out of 5 stars
Nice Product.",4.0,"Good Product.
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","5.0 out of 5 stars
Perfect Fit",5.0,"This is Half inch less than the specified length but quality wise looks and feels super as well as premium. Fitting also is perfect in my Nexon_2018. Wipes properly and very less noise as well. Now let's see the longevity.
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","5.0 out of 5 stars
Quality",5.0,"Value for money. Good quality and fit
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","3.0 out of 5 stars
Not happy using the items",3.0,"I am using the product but when I received them the package was not proper, now I have doubt on this platform, I think the product is not genuine. Wipers are noisy. But size are perfectly fine.
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","5.0 out of 5 stars
TATA ALTROZ XZ 2021 PETROL BOSCH WIPER",5.0,"I installed it today in my TATA ALTROZ XZ PETROL 2021. The Bosch wiper is superb. 24 and 16 inch perfectly fit. I am fully satisfied. Thank you Bosch.
Read more"
"Bosch 3397006509E7W/3397016583KTS Clear Advantage 24-CA Front Wind Shield Wiper Blade for Cars, 24""","4.0 out of 5 stars
Wiper is gud",4.0,"I have minor issue with this wiper blade leaves water mark on windshield
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","4.0 out of 5 stars
Good product",4.0,"Motomax liquid polish is a great product, gives excellent shine
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","5.0 out of 5 stars
Great",5.0,"Great product
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","5.0 out of 5 stars
Excellent product, ease of use",5.0,"Made my scrambler 400x completely new. You should buff off excess liquid. The finish it gives you is excellent. Use this spray after water wash
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","3.0 out of 5 stars
Good",3.0,"Good product value for money
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","4.0 out of 5 stars
Nice",4.0,"Very nice product
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","5.0 out of 5 stars
It really works",5.0,"Cleans plastic and give Glowing. Also clears chrome in bike and gives glossy finish
Read more"
"Motomax Shiner Multi surface Spray Polish 100 ml|Instantly Cleans, Polishes and Shines Bikes, Motorbikes, Sports Bikes, Sc...","5.0 out of 5 stars
MOTO MAX SHINE POLISH",5.0,"Premium Polish Lasts Long, Excellent Quality
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"5.0 out of 5 stars
VFM in strength and size",5.0,"It is a value for money product both size wise and material wise. It compliments the huge boot space of our Honda Elevate.It can hold at least 20 or so smaller carryables like sweet boxes, cleaning accessories, books, electronics etc.The fabric quality is satisfactory. It was strong and stretchy enough to hold the cars external nylon cover in just one of the two compartments.It gets dusty somewhat but could be cleaned. Ease of cleaning need to tested yet, but smaller dust marks can be just dusted off with hand or a cloth.
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"4.0 out of 5 stars
More space",4.0,"It's a good organizer for my car boot for all small items. Like air pump, vacuam, punchar kit car cover  etc. good quality.Price could be betters.
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"5.0 out of 5 stars
Value for money",5.0,"Excellent and useful product!
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"5.0 out of 5 stars
Good product",5.0,"Material is good
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"5.0 out of 5 stars
Good product",5.0,"Bahut mazboot item hai
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"4.0 out of 5 stars
Gets the job done",4.0,"I use it in my Jeep Compass to carry the stuff of my two toddlers when we go out and it gets the job done. It is heavy and sturdy enough to carry things and easily collapsable when not in use. It comes with two hook straps which are handy to secure the bag in place. It also offers lots of loops and side pockets to keep smaller objects. For a mid-size SUV, the bag is perfect, not too big nor too small.Downside - Would have been great if it has a top lid to close and may feel a little overpriced.
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"3.0 out of 5 stars
Not 100% as per pic.",3.0,"The bag looks of decent quality. It came with two partitions but not as per the image. the image seemed to show that it has velcro subcompartments but it was not the case. Also no instructions on how or what the supplied to belts with hooks are for. could not figure it out.
Read more"
Double R Bags Multi Compartments Collapsible Portable Car Accessories for Trunk Dicky Boot Organizer Storage for Garage Se...,"5.0 out of 5 stars
Sturdy, utilitarian, well made",5.0,"Pros:1. The bag is well made - seems quite sturdy and has a lot of weight in it without sagging2. Lots of loops and side pockets for storing various smaller things, such as torches, knives, water bottles3. Multi compartments with flexibility allow adjustment for larger packetsCons:1. There's no velcro on the inner walls - which would have helped set up the partitions and make them stick2. Some reflector strip on the sides would be good, since this is car emergency bag3. Should have an option for a zip up top, or at least a mesh top to secure contentsOverall, good and worth buying and stocking with essential equipment in the car.
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"5.0 out of 5 stars
Key cover",5.0,"It's really very good, fit and finish is good, material is also good.
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"4.0 out of 5 stars
Good quality",4.0,"It is okay and its functional I was able to assemble it myself.
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"5.0 out of 5 stars
Awesome",5.0,"Good productEasy to install with keyCover is awesome.
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"5.0 out of 5 stars
Good product",5.0,"The product is very good. Good price
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"1.0 out of 5 stars
Honda key shell",1.0,"Purchased this item as my car key’s outer shell broken. But, this product is not good as I was unable to close the two halves of the shell after putting in the key and remote. All sides of the shell could not be closed tightly. One side will open when we press the other side. Not satisfied with the workmanship
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"5.0 out of 5 stars
😍 Good",5.0,"Value for money, easily fit, buttons are soft,
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"3.0 out of 5 stars
Great quality cover but not keyshell",3.0,"Firstly fitment issue with civic key secondly plastic quality is poor and cracked up within a month although the fit fininsh is there rubber cover is great looks good and great to hold
Read more"
ABUNDANCE 2 Button Key Shell Combo for Honda i vtech Amaze brio Civic mobilio CRV wrv etc (No Need of Key Cutting),"4.0 out of 5 stars
Good product",4.0,"I am giving 4star rating because I have received the product without screw. Anyway quality of the product is fine and rubber finishing of key shell guard is also fine…
Read more"
"Abundance Flip Keys Aftermarket 2 Button Remote Key Shell compatible for Maruti Suzuki Models Swift, Ritz, SX4, Dzire, Wag...","5.0 out of 5 stars
Best flip key for maruti suzuki cars",5.0,"Bought this once long back but the key maker guy spoiled my key. Bought this again and it worked perfectly. Cheapest and value for money product.For DYI people check videos on youtube before installation. For old cars transponder(along with the lock unlock module) has to be inserted in the key as well.
Read more"
"Abundance Flip Keys Aftermarket 2 Button Remote Key Shell compatible for Maruti Suzuki Models Swift, Ritz, SX4, Dzire, Wag...","4.0 out of 5 stars
The best quality",4.0,"Best for my Swift Dizer old model 2011 car
Read more"
"Abundance Flip Keys Aftermarket 2 Button Remote Key Shell compatible for Maruti Suzuki Models Swift, Ritz, SX4, Dzire, Wag...","5.0 out of 5 stars
Great quality and looks premium.",5.0,"The media could not be loaded.
                



 Looks are good.Quality is good.Performance is good too.Got it for ₹426 after discount, and spent ₹100 for key cutting, so for ₹526 it is great.Do not go to car key shops to get this, as they will charge for than ₹1000 for the same thing you can get for around ₹600 from amazon.
Read more"
"Abundance Flip Keys Aftermarket 2 Button Remote Key Shell compatible for Maruti Suzuki Models Swift, Ritz, SX4, Dzire, Wag...","1.0 out of 5 stars
DOESN NOT WORK FOR BREZZA DON’T BUY",1.0,"The product looks good but it does not work for Vitara Brezza. The vehicle’s engine immobiliser does not recognise the key and hence the vehicle does not start. It was a big mistake buying this product. I cannot return the key because I have got it cut. Only when I tried to start the vehicle, I realised that it doesn’t work. Now I have wasted money on this product and the money I spent for getting the key cut from a locksmith.
Read more"
